Entity,Year,rice_production,tomatoes_production ,tea_production,potatoes_production,cocoa_beans_production,meat_chicken_production,bananas_production
Melanesia,1966,162049,429804,39306,0,11.992.216,1000,3137.78
Melanesia,1967,178334,431257.62,39306,0,11.992.216,1400,3110.37
Melanesia,1968,184797,450752.66,51430.8,0,20.056.488,1504,3187.16
Melanesia,1969,144435,460794.03,62117,0,22.209.716,1600,3145.1
Melanesia,1970,186189,471882.56,62117,1000,12.062.742,1680,543500
Melanesia,1971,162384,552738.56,81410.8,2000,2958.4,1600,551000
Melanesia,1972,160550,585239,81410.8,3000,2958.4,1680,561200
Melanesia,1973,169720,611924.6,81410.8,4000,2958.4,1800,568700
Melanesia,1974,195160,637629.4,82162.2,4202,2958.4,1852,578900
Melanesia,1975,176310,734358.2,82936.8,5201,3760,1960,586400
Melanesia,1976,199420,864865.6,87639,3769,6100,1960,591800
Melanesia,1977,174595,920807.94,82162.2,8822,3118.4,2000,949000
Melanesia,1978,186144,958894.8,87639,8578,6100,2100,1019200
Melanesia,1979,180252,945517.6,82936.8,12136,3760,2200,988800
Melanesia,1980,180061,1019305.2,90899.4,11532.21,7900,2240,1012700
Melanesia,1981,182851,1090131.6,94966.6,12003.88,9300,1520,988397
Melanesia,1982,207159,1252090.4,101340.4,13344.01,6820,1920,963698
Melanesia,1983,222294,1121104.9,90899.4,12131.35,7900,1600,976709
Melanesia,1984,197026,1155132.8,96923.2,13606.17,12200,1560,989406
Melanesia,1985,198541,1176669.4,100335.4,15505.87,6820,1600,999399
Melanesia,1986,210003,1151515.6,88941.8,13747.8,7500,1600,1027713
Melanesia,1987,223865,1161671,94966.6,14286.61,9300,1680,1056489
Melanesia,1988,221779,424000,97348.6,14513.43,13300,1760,1063460
Melanesia,1989,230560,425830,94966.6,14182.61,10500,1840,1034569
Melanesia,1990,153485,270000,94966.6,14327.55,10500,1920,1045215
Melanesia,1991,232375,239365,87639,14341.2,6100,1318.21,1034450
Melanesia,1992,224341,128700,94966.6,230000,10500,298.4,1045104
Melanesia,1993,253557,180000,94966.6,230000,10500,1178.87,1055869
Melanesia,1994,338168,144230,96923.2,240000,11000,931.83,1066744
Melanesia,1995,355396,167220,100335.4,185000,6820,1028.96,906733
Melanesia,1996,402461,104046,94966.6,286000,9300,1020.97,1251291
Melanesia,1997,283486,104962,100711,277000,1820,1070.17,1237527
Melanesia,1998,289197,99910,100335.4,300000,6820,1153.98,1253615
Melanesia,1999,289238,105600,101340.4,245300,3620,1225.98,1177455
Melanesia,2000,293039,74225,100074.8,249700,600,1232.57,850368
Melanesia,2001,314118,84620,101487.2,263200,260,1280.81,881616
Melanesia,2002,299503,104355,100074.8,272491,180,1342.72,834358
Melanesia,2003,275025,46613,101487.2,293368,260,1371.7,899263
Melanesia,2004,291120,83802,101487.2,293503,280,1456.5,864192
Melanesia,2005,248205,84068,101487.2,304191,260,1536.8,838266
Melanesia,2006,287396,57231,100711,307483,1880,1600,757578
Melanesia,2007,255136,83399,100680.2,313509,3740,1720,576220
Melanesia,2008,281980,48523,100680.2,270025,12155.4,1808,775961
Melanesia,2009,321520,51294,100680.2,271870,12875.4,1912,660398
Melanesia,2010,316403,57264,100074.8,278790,8995.4,1976,532608
Melanesia,2011,350195,54369,101487.2,278400,9035.4,2528,521692
Melanesia,2012,372245,54641,100680.2,280540,20092.8,2544,508980
Melanesia,2013,391600,61927,100680.2,321100,12735.4,2640,497076
Melanesia,2014,406370,52120,100680.2,372970,12155.4,2528,439228.3
Melanesia,2015,1600,37891,100239.6,383080,12155.4,2792,538852
Melanesia,2016,1600,23342,100680.2,420160,27115.4,2824,545162
Melanesia,2017,1600,25300,98300,356720,19556.6,3264,456522
Melanesia,2018,1500,1918,98300,395110,19556.6,3384,320535
Melanesia,2019,1500,2308,96120,566950,11400,3880,338280
Melanesia,2020,1500,1984.54,96120,640910,11100,4000,328368
Melanesia,2021,1500,22507,96120,671810,11100,4280,307583
Mexico,1961,1471,7338,99320,738030,7240,4240,314188
Mexico,1962,1793,7550,97320,732860,11400,4560,318955
Mexico,1963,1675,7527,96120,733300,11100,4560,333878
Mexico,1964,2244,7644,8633,784913,486.6,4560,311060
Mexico,1965,1547,2697,15503,838932,40.502.034,4560,358925
Mexico,1966,1056,2666,19300,898350,50.220.906,4560,371520
Mexico,1967,1146,2783,20900,997000,50.597.578,4560,365000
Mexico,1968,1740,2239,7573,934880,486.6,4560,365000
Mexico,1969,2000,3936,20900,1091218,50.597.578,5200,379349.53
Mexico,1970,1247,4464.1,20700,1182500,49.733.488,5360,310000
Mexico,1971,999,4767.7,12270,1313717,28.677.256,5600,320000
Mexico,1972,728,4865.9,12270,1472757,28.677.256,5600,330000
Mexico,1973,512,2875,22920,1531315,52.963.128,6400,340000
Mexico,1974,319,2823,22920,1643357,52.963.128,6880,325000
Mexico,1975,500,2399.75,19760,1738840,139.847.752,7200,340000
Mexico,1976,600,200000,27140,1974755,88.475.864,7680,365000
Mexico,1977,600,210800,27140,1943246,88.475.864,8000,372500
Mexico,1978,600,175455,30393.6,2054817,88.475.864,8480,380000
Mexico,1979,600,253000,30393.6,2424048,88.475.864,8960,390000
Mexico,1980,600,325000,61054.6,2517696,22.708.396,9480,382500
Mexico,1981,600,302000,37261.6,2508044,4002.2,10000,390000
Mexico,1982,600,277000,61054.6,2584301,40.755.912,10400,365000
Mexico,1983,620,245000,81410.8,2690421,1680,10880,445000
Mexico,1984,620,264000,81410.8,2817512,800,11440,410000
Mexico,1985,620,250000,81410.8,2586286.8,2380,11600,450000
Mexico,1986,630,225000,81410.8,2805581.8,738.4,12061.87,425000
Mexico,1987,650,190000,82936.8,2691037.2,2880,12457.39,440000
Mexico,1988,650,270000,82936.8,3088000,3280,12527.82,432500
Mexico,1989,650,370100,6430.8,3112947,650606.4,12631.91,458000
Mexico,1990,600,541500,8022.8,3131830,464525.2,12858.58,466000
Mexico,1991,600,450000,55558.8,3325231,15746.66,13670.45,474500
Mexico,1992,650,554000,88941.8,3849080,0,14012.39,450000
Mexico,1993,700,465000,73485,3898899,14864.66,14367.77,460000
Mexico,1994,800,413000,8022.8,4021892,464525.2,14724.68,470000
Mexico,1995,804.86,400000,88941.8,4190583,2100,381,450000
Mexico,1996,800,370000,94966.6,4642178,0,453,500000
Mexico,1997,800,380000,97348.6,4616025,8815.4,530,550000
Mexico,1998,800,366280,79901,4952162,736422.6,622,575000
Mexico,1999,800,368640,78287,5021008,981587.5,805,600000
Mexico,2000,800,390000,97348.6,5671113,8815.4,1025,610000
Mexico,2001,800,470000,100074.8,5838877,39669.6,1321,632000
Mexico,2002,802.12,694000,100074.8,5932729,39669.6,1782,667000
Mexico,2003,822.27,727000,101487.2,5816295,39669.6,1973,688500
Mexico,2004,822.75,831000,100680.2,6242801,40380,1884,710000
Mexico,2005,827.91,871836,100680.2,6241241,37016,2730,738000
Mexico,2006,833.07,803184,98300,6491935,36447.4,4500,755000
Mexico,2007,837.7,893775,98300,7206592,38284.6,10200,768500
Mexico,2008,847.77,894040,97320,6997038,37140.6,9495,790000
Mexico,2009,856.69,850390,97320,7481248,36610.2,11885,810000
Mexico,2010,859.04,623580,96120,7960581,37953.2,19841,832000
Mexico,2011,874.52,882630,407368.4,8012697,39225.8,15235,860000
Mexico,2012,872.99,804780,402597,8490774,36447.4,20357,870000
Mexico,2013,876.39,1242400,96120,8994122,41265.2,25339,880000
Mexico,2014,879.64,1116000,96120,8840185,41265.2,26890,900000
Mexico,2015,18700,1008900,786376.2,8967689,40363.4,35364,920000
Mexico,2016,16800,881000,96120,10139430,41265.2,34800,940000
Mexico,2017,16000,991020,81939.8,10031524,41265.2,40000,970000
Mexico,2018,20000,1036840,96120,10234499,41265.2,44000,980000
Mexico,2019,21600,1213530,96120,11025274,5820,45000,1050000
Mexico,2020,10100,1205510,96120,11272056,5820,47500,1100000
Mexico,2021,18170,1245000,96120,10968420,5820,53300,1180000
Micronesia (FAO),1991,20802,1237030,96120,12240103,5820,52650,1247210.5
Micronesia (FAO),1992,27157,1312310,96120,11365998,5820,58500,1316184.8
Micronesia (FAO),1993,45218,1230470,96120,11920905,5820,65000,1251160.4
Micronesia (FAO),1994,47200,1433937,775991.2,12323424,2036.4,66300,1245907.8
Micronesia (FAO),1995,38800,1217905,806209,14733613,2124.4,67600,1229122.9
Micronesia (FAO),1996,41614,1219071,754410,15402321,1979,71500,1328239.4
Micronesia (FAO),1997,50688,1293319.5,187303.4,15125486,664,83788,1267756.6
Micronesia (FAO),1998,55869,1230952.8,202002,16153838,719.6,102800,1275039.6
Micronesia (FAO),1999,56748,1412380,569598.6,19193454,1565.2,100000,1290345.2
Micronesia (FAO),2000,68677,1231248,383437.2,20383276,1158.4,99000,145000
Micronesia (FAO),2001,58233,1293761,79431.2,21751328,321.2,98000,141000
Micronesia (FAO),2002,56894,1409437.2,383437.2,21123570,1158.4,98150,196000
Micronesia (FAO),2003,40800,1347085,79431.2,23051592,321.2,98540,195000
Micronesia (FAO),2004,44500,1398831.1,569598.6,24495752,1565.2,99060,232000
Micronesia (FAO),2005,63100,1311101,383437.2,27676824,1158.4,98800,209100
Micronesia (FAO),2006,72641,963,383437.2,27808922,1158.4,98800,215900
Micronesia (FAO),2007,79700,1730,187303.4,29251046,664,98800,220000
Micronesia (FAO),2008,97207,1800,17.6,32559324,549.2,98800,230000
Micronesia (FAO),2009,62406,1900,17.6,32739818,549.2,93500,241587
Micronesia (FAO),2010,105239,2000,17.6,37864812,1435.4,120000,251821
Micronesia (FAO),2011,81394,6500,382312.8,39876996,1016.8,112200,239224
Micronesia (FAO),2012,87466,8000,763221,41528744,17325.4,115200,261500
Micronesia (FAO),2013,85701,10849,752958.4,42475056,17325.4,118800,264180
Micronesia (FAO),2014,33917,11218,535868.6,37342616,45733.4,122400,198050
Micronesia (FAO),2015,44180,12000,695174.8,39262804,1338.4,124200,227800
Micronesia (FAO),2016,68358,13000,695174.8,38431584,1306,125000,252043
Micronesia (FAO),2017,72146,14000,535533.6,39196836,18079,120674.16,254380
Micronesia (FAO),2018,80146,15000,535533.6,41481550,17211.4,118857.52,215000
Micronesia (FAO),2019,76282,13000,535803,42847090,21560.8,119028.37,180000
Micronesia (FAO),2020,81465,12000,535533.6,44341532,27496.8,120100.23,160000
Micronesia (FAO),2021,80921,13000,535868.6,46745732,27496.8,126668.53,150000
Micronesia (country),1991,128093,13000,16760.2,3719681,905.056,125815.65,130000
Micronesia (country),1992,101049,13000,13352.2,3953263,703.856,126695.78,121903
Micronesia (country),1993,106179,13000,25689.8,3854466,478.6,127565.93,127999
Micronesia (country),1994,104973,13000,25689.8,4110433,478.6,31600,121598
Micronesia (country),1995,110250,12000,25689.8,3229591,478.6,21900,114625
Micronesia (country),1996,125000,12000,25689.8,4123941,478.6,23900,75083
Micronesia (country),1997,102000,12000,25689.8,4840196,478.6,26000,78236
Micronesia (country),1998,126000,12000,25239.4,5045308,1316.6,25200,81365
Micronesia (country),1999,130000,12000,25548.4,4703913,1316.6,22500,84620
Micronesia (country),2000,144692,13000,25689.8,5647683,1360,23600,89260
Micronesia (country),2001,215000,12000,25689.8,5749000,1360,23000,89874
Micronesia (country),2002,315213,11000,25956.6,5581000,441,25100,75767
Micronesia (country),2003,408246,10000,20994.8,5770621,459.272,29700,69770
Micronesia (country),2004,396000,11000,25689.8,6094827,1360,34537.4,66752
Micronesia (country),2005,617400,10000,20994.8,5003130,459.272,38784,68898
Micronesia (country),2006,804000,9000,6735,4858000,1.137.762,49132,71454
Micronesia (country),2007,857771,8500,25689.8,5842000,1382.6,56500,69988
Micronesia (country),2008,858000,9000,11144,6230724,2.576.904,61396,56984
Micronesia (country),2009,924000,9200,5400.8,6276837,1.559.416,63198,64265
Micronesia (country),2010,894600,9500,2000,6266641,1481,65428,48650
Micronesia (country),2011,1069200,9200,2000,6444723,1481,66638,62294
Micronesia (country),2012,1187768,8500,1765.4,6218623,917,72948,44031
Micronesia (country),2013,1180600,7500,1765.4,5411578,917,74669,48425
Micronesia (country),2014,331877,7117,1765.4,6673036,917,79302,45220
Micronesia (country),2015,391361,16000,1563.2,7149605,559.2,87489,50000
Micronesia (country),2016,269860,25000,1563.2,6856615,559.2,93543,58321
Micronesia (country),2017,351475,40000,1563.2,7477528,559.2,105377,58840
Micronesia (country),2018,290520,60500,1563.2,6742496,559.2,105133,79856
Micronesia (country),2019,374032,90000,947.6,6855616,313.4,126607,60022
Micronesia (country),2020,461420,112000,1563.2,7036200,559.2,102790,60022
Micronesia (country),2021,286195,125000,947.6,6949201,313.4,96620,62400
Middle Africa (FAO),1961,444432,136000,947.6,7641000,313.4,97060,70200
Middle Africa (FAO),1962,586721,155000,947.6,7698500,313.4,85030,70266
Middle Africa (FAO),1963,591111,185000,1270.2,7088000,443.4,301745,71870
Middle Africa (FAO),1964,482326,195000,947.6,7340000,313.4,314673,72266
Middle Africa (FAO),1965,483471,250000,947.6,8081000,313.4,332572,75868
Middle Africa (FAO),1966,494237,300000,1270.2,7973000,443.4,343698,89996
Middle Africa (FAO),1967,536835,300000,1765.4,5249400,917,363398,94486
Middle Africa (FAO),1968,570415,360000,947.6,8331000,313.4,378695,97470
Middle Africa (FAO),1969,594010,374000,947.6,8227000,313.4,398426,0
Middle Africa (FAO),1970,467758,550100,947.6,7115000,313.4,413659,0
Middle Africa (FAO),1971,560399,625408.2,1270.2,7362738,443.4,438285,0
Middle Africa (FAO),1972,441233,699733.3,1270.2,6468762,443.4,460033,0
Middle Africa (FAO),1973,760176,552901.1,947.6,7487700,313.4,476055,0
Middle Africa (FAO),1974,825730,588571.94,947.6,6777000,313.4,492584,0
Middle Africa (FAO),1975,799032,0,947.6,6239600,313.4,501374,0
Middle Africa (FAO),1976,1139997,0,947.6,6870400,313.4,509542,0
Middle Africa (FAO),1977,878279,0,947.6,6922700,313.4,525026,0
Middle Africa (FAO),1978,725915,0,947.6,7180981,313.4,544883,0
Middle Africa (FAO),1979,1168600,0,690.4,6843529,136.8,568514,0
Middle Africa (FAO),1980,1129240,0,690.4,7333472,136.8,613102,0
Middle Africa (FAO),1981,1091430,4500,947.6,6765618,313.4,649309,0
Middle Africa (FAO),1982,966101,4790.76,947.6,6576860,313.4,666752,0
Middle Africa (FAO),1983,814168,5000,1013,7100258,316.4,736720,2007284
Middle Africa (FAO),1984,829373,5500,690.4,6651692,136.8,782293,1968051
Middle Africa (FAO),1985,967627,6000,1013,6534338,316.4,845587,2082089.2
Middle Africa (FAO),1986,1401393,6500,690.4,7391881,136.8,873796,2114853
Middle Africa (FAO),1987,1141550,7000,2465.4,6025370,2303.8,931691,2125839
Middle Africa (FAO),1988,1203168,5062,690.4,6961230,136.8,962154,2145361
Middle Africa (FAO),1989,1459830,5393,29575,7020060,419.7,1088614,2073994.8
Middle Africa (FAO),1990,1548780,7249,32312.6,6675590,425.036,1125117,1981047
Middle Africa (FAO),1991,1955027,9991,34429.6,1100,446.06,1141848,2194857.5
Middle Africa (FAO),1992,1892100,8669,32312.6,1100,425.036,1175618,2252171.5
Middle Africa (FAO),1993,2026970,8105,26833,1100,395.902,1392674.8,2326085
Middle Africa (FAO),1994,2118679,8176.84,32312.6,1100,425.036,1525368.8,2378045.2
Middle Africa (FAO),1995,2132405,8204.1,26833,1100,395.902,1531133.6,1041060
Middle Africa (FAO),1996,1844896,7955.83,26833,1200,395.902,1541546.5,1030900
Middle Africa (FAO),1997,2468357,8214.46,32312.6,1000,425.036,1573540.4,1025050
Middle Africa (FAO),1998,2362260,8598.54,23704,1200,383.458,1601268.6,993940
Middle Africa (FAO),1999,2256000,8988.87,26833,1300,395.902,1720446.2,959650
Middle Africa (FAO),2000,2775800,8600.62,34429.6,1600,446.06,1851525.2,999364
Middle Africa (FAO),2001,2991157,8580.66,22549.8,950,379.062,1972285.6,1007398
Middle Africa (FAO),2002,2831374,8723.38,22549.8,1392,379.062,2145719.5,976084
Middle Africa (FAO),2003,2624458,9135.59,23704,2000,383.458,2326962.8,1091770
Middle Africa (FAO),2004,3043330.5,8813.21,22549.8,2000,379.062,2556149,1310815
Middle Africa (FAO),2005,3050934,8890.73,23704,1090,383.458,2823292.5,1479837
Middle Africa (FAO),2006,2896613,0.57,22549.8,1000,379.062,2923366.2,1400115
Middle Africa (FAO),2007,3151408,0.34,22549.8,1700,379.062,3071539,1157499
Middle Africa (FAO),2008,3190969.5,0.49,22549.8,1513,379.062,3242263,1528330
Middle Africa (FAO),2009,3115544,0.48,22549.8,1450,379.062,3572761.8,2065333
Middle Africa (FAO),2010,3557900,0.45,22549.8,3000,379.062,3855614.2,2193181
Middle Africa (FAO),2011,3190969.5,1884750,22549.8,1890,379.062,4199509.5,2582429
Middle Africa (FAO),2012,3434199,2026619,22549.8,2745,379.062,4349005,3340673
Middle Africa (FAO),2013,3474307,2080621,24909.6,1795,395.638,4778730.5,3927457
Middle Africa (FAO),2014,3910100,2393632,22549.8,1560,379.062,5015645,4093401
Middle Africa (FAO),2015,3966980,2558404,22549.8,1689,379.062,5322144.5,3996064
Middle Africa (FAO),2016,3842860,2725494,24909.6,1310,395.638,5649254,4067926
Middle Africa (FAO),2017,3992400,2569179,23704,2200,383.458,5998562,3685381
Middle Africa (FAO),2018,4072636,2718051,24909.6,2090,395.638,6328833,3850808
Middle Africa (FAO),2019,4094020,2820639,23704,1955,383.458,6835653,3704928
Middle Africa (FAO),2020,4560700,2870708,24909.6,2487,395.638,7390280.5,3831728
Middle Africa (FAO),2021,4444656,2967748,23704,2241,383.458,7762718,3780135
Moldova,1992,5464075,2985248,30389.2,3757,424.772,8310094,3645135
Moldova,1993,5578405,3083206,30389.2,3143,424.772,7966225.5,3190324
Moldova,1994,5324875,3635191,24909.6,3600,395.638,139500.42,3539616
Moldova,1995,4609505,4160907,24909.6,2696,395.638,143209.39,3662305
Moldova,1996,5158898,4020622,24909.6,2207,395.638,147693.1,3723887
Moldova,1997,5615265,4027600,24909.6,1225,395.638,155090.98,3809372
Moldova,1998,6112039,4239702,24909.6,1149,395.638,161336.8,3916386
Moldova,1999,6542610,4514647,24909.6,1465,395.638,165855.7,4236253
Moldova,2000,7254390,4734008,24909.6,1190,395.638,175154.67,4229142
Moldova,2001,7211620,4959344,24909.6,1884,395.638,182038.22,4407665
Moldova,2002,7684795,5047067,22549.8,1944,379.062,195579.7,4106698
Moldova,2003,7646490,5310838,22549.8,1062,379.062,206229.28,4570640
Moldova,2004,7910735,5609582,22549.8,1380,379.062,216512.06,4929570
Moldova,2005,8533730,6330405,22549.8,1664,379.062,217135.83,5059360
Moldova,2006,7294910,7426566,24909.6,2266,395.638,221241.56,5274826
Moldova,2007,7828880,8277329,22549.8,731,379.062,224735.1,5368977
Moldova,2008,8805600,7782503,22549.8,1773,379.062,236939.1,5631250
Moldova,2009,9246790,7808757,22549.8,1488,379.062,242692.2,6298225
Moldova,2010,8539852,8313747,22549.8,868,379.062,262558.4,6794564
Moldova,2011,8970919,7913714.5,22549.8,1695,379.062,279246.1,7484073
Moldova,2012,9458772,9310269,22549.8,1669,379.062,296143.5,8687624
Moldova,2013,9885000,9041125,22549.8,160,379.062,304691.9,9013186
Moldova,2014,9673262,9494177,22549.8,1400,379.062,340889.4,9101341
Moldova,2015,9128940,9498915,22549.8,565,379.062,360847.3,9165046
Moldova,2016,9434208,10974601,22549.8,1379,379.062,380926.7,9226768
Moldova,2017,10538054,10695319,22549.8,1841,379.062,399749.6,8646417
Moldova,2018,10540649,11082626,22549.8,2510,379.062,432312.2,5707073.5
Moldova,2019,11283568,12236207,22549.8,2485,379.062,451261.5,5840123.5
Moldova,2020,11268963,12844783,2899,2616,14108.6,441621.5,5829142
Moldova,2021,8554824,11827901,1882.2,2263.6,2913,474021.6,6041369.5
Montenegro,2006,11786625,12588656,2916.6,234626,14108.6,451981.7,6144374
Montenegro,2007,12389412,13291724,2916.6,233989,14108.6,451674.8,6049600.5
Montenegro,2008,12954870,14470976,2916.6,228350,14108.6,526882.44,5955310.5
Montenegro,2009,13270653,14993169,2916.6,240995,14108.6,556472.7,5942215
Montenegro,2010,13499884,15735937,5805.4,289953,11268.6,511996.97,0
Montenegro,2011,14496784,16526490,5805.4,274736,11268.6,512640.47,0
Montenegro,2012,14603005,16848542,4970,222339,8193.4,520187.44,0
Montenegro,2013,15326706,18462930,3200.2,280092,1004,532130.6,0
Montenegro,2014,16240194,17146308,3989.2,305064,716.6,545525.25,42120
Montenegro,2015,16815548,16690486,4256,296821,367.6,566681.3,51065
Montenegro,2016,16266417,17413902,5091.4,249149,700.6,584376.6,46100
Montenegro,2017,15772319,17410318,5091.4,242257,1973.6,606558.2,46801
Montenegro,2018,16684062,17875642,3989.2,270700,716.6,661459.2,45291
Montenegro,2019,18032526,17960642,3800.2,208176,716.6,695551.94,32436
Montenegro,2020,18439420,17144006,3729.2,225522,2769.8,766387.44,44637
Montenegro,2021,18967826,16615145,5091.4,248321,716.6,789921.3,42002
Morocco,1961,18149838,17124194,5091.4,270497,716.6,794644.5,36163
Morocco,1962,17627244,17333678,3472.6,237291,3517.4,790600.44,33948
Morocco,1963,19276346,17249626,3472.6,203285,3517.4,821580.75,35093
Morocco,1964,19066094,17049320,2334.4,213557,2270.4,864784.25,28073
Morocco,1965,18814828,225196,2334.4,208775,2270.4,929713.44,28693
Morocco,1966,19294856,229162,2357.8,238725,2236.2,996616.6,28593
Morocco,1967,19960170,226355,2169.4,258042,2119.8,1037188,28294
Morocco,1968,0,291789,2133.4,294591,2117.4,1025780.7,27768
Morocco,1969,0,312410,2133.4,271979,2117.4,1049269.9,25140
Morocco,1970,0,297876,2133.4,274000,2117.4,1078043.6,23783
Morocco,1971,0,346189,2026.8,281470,1978,1112803.2,24751
Morocco,1972,177384,343749,2133.4,270000,2117.4,1117928.9,25967
Morocco,1973,173500,357966,2133.4,273000,2117.4,1210272.6,29659
Morocco,1974,166273,392254,2133.4,260000,2117.4,1306020.1,26659
Morocco,1975,181400,345868,2146.8,260000,2053.8,1257974.6,27834
Morocco,1976,136557,361600,2146.8,317200,2053.8,1303133.8,28459
Morocco,1977,154025,363200,15412.8,408800,1414018.2,1333951.8,29194
Morocco,1978,146035,371700,15412.8,417900,1367910.2,494751.25,29644
Morocco,1979,149023,346900,234985.2,476800,2226732.8,511511.5,28858
Morocco,1980,175805,373000,36672,455700,1365366.6,547454.06,27285
Morocco,1981,194677,367000,39329.8,450000,1035862.8,569653.8,16670
Morocco,1982,161574,372000,46955.8,500000,833334.8,599079.7,16674
Morocco,1983,163900,405000,50040.6,500000,303417.6,636190.7,12587.25
Morocco,1984,167558,396000,50040.6,500000,1359.2,686551.56,11416.18
Morocco,1985,129500,409000,395107.6,500000,3243.8,743821.3,11226.18
Morocco,1986,132736,473000,390506.4,500000,3477.4,771069.1,11436.21
Morocco,1987,97235,475000,287704.8,500000,3576.4,796554.25,14329.75
Morocco,1988,95000,488000,293100.2,500000,3096.8,845706.1,16332.27
Morocco,1989,134906,526000,409443.2,500000,3569.2,908600.2,18407.45
Morocco,1990,145270,547000,169332.2,501000,3666.2,927851,21037.97
Morocco,1991,154768,547000,287241.6,480000,3594.2,966256.9,21905.74
Morocco,1992,111887,567000,291631.6,505000,3001.2,1026463.1,21773.29
Morocco,1993,143394,620800,287241.6,545000,3594.2,1092077,21843.55
Morocco,1994,109059,649900,169332.2,525000,3666.2,1168062,23507.32
Morocco,1995,134054,636100,172909.2,526662.44,3720,1259667.4,23534.61
Morocco,1996,146525,652000,409443.2,562359.75,3569.2,1421673.4,23623.79
Morocco,1997,146618,606000,54297,506863.9,3837,1533125,23886.44
Morocco,1998,141702,560700,56164,446394.75,3905,1668350.5,23786.86
Morocco,1999,143357,600700,58222,456404.94,3995,1799950,24842.77
Morocco,2000,144269,479800,73137.8,472344.94,4191.2,1991946.2,25198.99
Morocco,2001,156072,510000,78611,472183.1,4314.2,2020086.5,26872.19
Morocco,2002,170477,510000,66158.8,494114.94,11725.4,2129212.8,26332.25
Morocco,2003,109704,525000,64211.6,519125.44,6045.4,2317808.5,25861.52
Morocco,2004,69000,520000,66158.8,551244.56,6205.4,2615863.8,25456.06
Morocco,2005,131741,550000,68258.2,554052.5,6205.4,2678829.5,24993.02
Morocco,2006,124554,555000,68297.4,1400,2100.2,2850850.5,24241.5
Morocco,2007,172230,595000,74943,1432,88048.6,2997453.5,23376.94
Morocco,2008,164189,655000,85398,1400,3544,3286675.8,23510.63
Morocco,2009,161774,660000,27260.4,1300,1.692.786,4133670,23853.87
Morocco,2010,151650,680000,28371.6,1300,2.132.786,4343971,24148.89
Morocco,2011,142611,685000,797807.8,1200,9100,4603868,24430.48
Morocco,2012,145932,730000,634137.6,1100,8.719.476,4825384,24674.22
Morocco,2013,145905,800000,634137.6,1200,8.719.476,5113289,23612.53
Morocco,2014,147802,815000,469993.8,1200,6.742.766,5498942.5,33800
Morocco,2015,155799,815000,634137.6,1200,8.719.476,5300733.5,25500
Morocco,2016,125947,805000,1798.2,1200,348.876,5572267,27700
Morocco,2017,148673,855000,469993.8,1300,6.742.766,6128899.5,32800
Morocco,2018,156203,900000,469993.8,1400,6.742.766,6685033.5,34000
Morocco,2019,150680,890000,156781,1500,3.860.744,7495247.5,35727
Morocco,2020,161761,900000,469993.8,1590,6.742.766,8010250,35268
Morocco,2021,170216,910000,469993.8,1642,6.742.766,8401090,28539
Mozambique,1961,185016,910000,469993.8,1695,6.742.766,8900426,37557
Mozambique,1962,187028,910000,469993.8,1700,6.742.766,9662018,33750
Mozambique,1963,180155,910000,634137.6,1700,8.719.476,10630499,32500
Mozambique,1964,167322,880000,267107.4,1737,1522601,11338443,27500
Mozambique,1965,184918,37100,266710,2521,1522218.2,12080334,26400
Mozambique,1966,169289,45397,80220.2,13743,1522218.2,12778549,26400
Mozambique,1967,179777,50700,202395.2,15830,1009300.5,13667612,22557
Mozambique,1968,160790,46200,213820.2,16702,2084874.7,14564805,23202
Mozambique,1969,161500,49900,213820.2,22500,2084874.7,15504219,25514
Mozambique,1970,132790,36961,415010.2,22310,1545738.5,16354468,25766
Mozambique,1971,175900,37698,213422.2,22300,2084874.7,17236168,22929
Mozambique,1972,2900,50447,415010.2,22500,1545738.5,17984926,33508
Mozambique,1973,2900,49672,213422.2,22700,2084874.7,20105638,32260
Mozambique,1974,3200,44354,213422.2,23000,2084874.7,20603438,33500
Mozambique,1975,3300,42174,433593.8,24000,3019980.8,21739300,41430
Mozambique,1976,3300,60071,440386.8,25000,3335423.8,22564922,45766
Mozambique,1977,3500,64345,234471.6,27000,2567962,22273040,46064
Mozambique,1978,4000,65483,447484,28000,1996322.4,560,48343
Mozambique,1979,4400,50227,447484,27500,2226732.8,688,49918
Mozambique,1980,4500,47222,36672,27500,1365366.6,768,49950
Mozambique,1981,4600,60899,39329.8,28000,1035862.8,741.63,45476
Mozambique,1982,4600,61804,46955.8,27000,833334.8,669.13,45568
Mozambique,1983,4600,48725,50040.6,28000,303417.6,581.33,39900
Mozambique,1984,4600,57288,50040.6,25000,1359.2,423.65,38000
Mozambique,1985,4600,47974,64077.6,27000,2127.4,338.17,37000
Mozambique,1986,4800,61000,66912.6,28500,1343.2,201,38000
Mozambique,1987,4800,60000,66415.8,29000,939.4,245,30000
Mozambique,1988,5400,60000,71673,30000,1049.2,224,33138.5
Mozambique,1989,5400,60000,72471.8,31000,1047,255.4,35000
Mozambique,1990,5800,70000,70647.4,32500,970.6,238.6,30000
Mozambique,1991,5800,70000,72777,33000,1026.2,243.9,29919
Mozambique,1992,6400,80000,71673,33000,1127,239.3,30518
Mozambique,1993,6400,80000,70647.4,35000,970.6,254.5,28304
Mozambique,1994,6263,90000,70647.4,35000,970.6,265.4,29227
Mozambique,1995,4833,100000,70647.4,27313.14,970.6,269.9,28975
Mozambique,1996,5136,77600,71673,22090.04,1049.2,0,27241
